DyeingID,FactoryID,BatchID,FabricType,Shade,StartTime,EndTime,GreyKG,FinishKG,BatchLossPct,ReprocessFlag
857,2,B8045,Interlock,Black,2023-08-17,2023-08-17 08:00:00,1966,1858,5.49,0
858,2,B6575,Twill,Marl Grey,2024-09-09,2024-09-09 10:00:00,2723,2596,4.66,0
859,2,B1939,Denim,Olive,2024-12-24,2024-12-24 14:00:00,2562,2430,5.14,0
860,2,B9690,Rib,Sky Blue,2023-04-11,2023-04-11 17:00:00,2717,2643,2.69,0
861,2,B8163,Twill,Navy,2024-09-06,2024-09-06 14:00:00,2156,2044,5.15,1
862,2,B5360,Twill,Red,2023-12-23,2023-12-23 11:00:00,1013,966,4.63,0
863,2,B5999,Rib,Sky Blue,2025-07-26,2025-07-26 15:00:00,1806,1716,4.95,1
864,2,B7419,Rib,White,2022-08-16,2022-08-16 06:00:00,1151,1120,2.69,0
865,2,B2741,Denim,Navy,2023-12-30,2023-12-30 16:00:00,1944,1848,4.92,0
866,2,B7647,Rib,Sky Blue,2025-04-02,2025-04-02 09:00:00,1728,1662,3.79,0
867,2,B5127,Rib,Marl Grey,2025-02-25,2025-02-25 18:00:00,552,538,2.36,0
868,2,B3662,Rib,Olive,2023-02-12,2023-02-12 15:00:00,857,830,3.15,0
869,2,B1187,Single Jersey,White,2025-10-31,2025-10-31 13:00:00,2210,2130,3.58,0
870,2,B1651,Rib,Red,2025-09-16,2025-09-16 20:00:00,2132,2089,2.0,0
871,2,B6614,Single Jersey,White,2022-07-18,2022-07-18 13:00:00,1979,1905,3.72,0
872,2,B5670,Single Jersey,Black,2025-10-27,2025-10-27 18:00:00,1448,1383,4.46,1
873,2,B2382,Denim,Navy,2025-04-30,2025-04-30 15:00:00,1506,1453,3.48,0
874,2,B3910,Rib,Navy,2023-01-01,2023-01-01 15:00:00,1720,1628,5.35,1
875,2,B4640,Twill,Sky Blue,2025-07-26,2025-07-26 06:00:00,523,498,4.78,0
876,2,B9665,Rib,Red,2022-06-13,2022-06-13 10:00:00,2490,2374,4.64,0
877,2,B7557,Single Jersey,Marl Grey,2023-08-27,2023-08-27 12:00:00,2212,2094,5.32,1
878,2,B3126,Twill,Olive,2025-07-10,2025-07-10 11:00:00,1394,1326,4.83,0
879,2,B1169,Single Jersey,White,2023-04-03,2023-04-03 10:00:00,1833,1779,2.91,0
880,2,B7941,Single Jersey,Red,2022-04-21,2022-04-21 16:00:00,2243,2139,4.64,0
881,2,B2823,Rib,Sky Blue,2025-08-17,2025-08-17 16:00:00,1311,1243,5.15,1
882,2,B5243,Interlock,Marl Grey,2023-03-11,2023-03-11 09:00:00,881,829,5.86,0
883,2,B2624,Twill,Olive,2022-07-11,2022-07-11 20:00:00,1630,1538,5.6,0
884,2,B4221,Twill,Navy,2023-12-23,2023-12-23 14:00:00,2400,2306,3.88,0
885,2,B6931,Twill,Red,2025-07-19,2025-07-19 18:00:00,629,605,3.69,0
886,2,B5112,Denim,Olive,2022-05-17,2022-05-17 10:00:00,1237,1181,4.49,1
887,2,B8021,Single Jersey,Red,2024-12-11,2024-12-11 14:00:00,1842,1741,5.43,1
888,2,B8231,Single Jersey,Black,2025-05-27,2025-05-27 08:00:00,2525,2411,4.48,0
889,2,B5911,Rib,Black,2023-11-12,2023-11-12 10:00:00,1190,1152,3.15,0
890,2,B5368,Interlock,Black,2023-11-23,2023-11-23 12:00:00,2532,2464,2.67,0
891,2,B6492,Rib,White,2024-11-05,2024-11-05 18:00:00,2092,2002,4.29,0
892,2,B1176,Rib,Olive,2025-08-03,2025-08-03 09:00:00,1701,1614,5.09,0
893,2,B7201,Rib,Red,2023-12-22,2023-12-22 13:00:00,2791,2671,4.27,0
894,2,B3833,Rib,White,2022-02-15,2022-02-15 16:00:00,2277,2164,4.94,0
895,2,B1198,Single Jersey,White,2022-05-28,2022-05-28 16:00:00,1888,1833,2.91,0
896,2,B6127,Twill,Marl Grey,2023-06-11,2023-06-11 10:00:00,1597,1553,2.7,0
897,2,B4841,Interlock,Sky Blue,2023-08-05,2023-08-05 06:00:00,2916,2787,4.41,0
898,2,B4610,Twill,White,2023-07-10,2023-07-10 10:00:00,818,793,3.05,0
899,2,B9007,Twill,Marl Grey,2024-04-11,2024-04-11 20:00:00,884,855,3.17,0
900,2,B9561,Interlock,Olive,2022-04-09,2022-04-09 12:00:00,1369,1316,3.83,0
901,2,B2349,Denim,Sky Blue,2022-10-19,2022-10-19 11:00:00,2348,2221,5.37,0
902,2,B7809,Interlock,Red,2025-02-12,2025-02-12 18:00:00,2414,2353,2.53,0
903,2,B4831,Twill,White,2025-06-29,2025-06-29 17:00:00,775,748,3.47,0
904,2,B2427,Denim,Olive,2022-08-08,2022-08-08 06:00:00,2619,2488,4.99,0
905,2,B3443,Twill,Red,2024-07-31,2024-07-31 18:00:00,1183,1132,4.31,1
906,2,B9470,Interlock,Olive,2025-09-29,2025-09-29 19:00:00,667,635,4.79,0
907,2,B7308,Single Jersey,Olive,2023-12-13,2023-12-13 12:00:00,1467,1416,3.45,0
908,2,B1545,Interlock,Black,2022-04-03,2022-04-03 20:00:00,1433,1363,4.82,0
909,2,B7960,Denim,White,2022-03-11,2022-03-11 16:00:00,1506,1463,2.85,0
910,2,B8209,Rib,Black,2022-05-17,2022-05-17 20:00:00,2157,2073,3.88,0
911,2,B2970,Denim,Navy,2024-10-11,2024-10-11 20:00:00,1249,1187,4.94,0
912,2,B8788,Denim,Marl Grey,2022-09-19,2022-09-19 18:00:00,1651,1566,5.1,0
913,2,B9386,Twill,White,2024-08-02,2024-08-02 18:00:00,2576,2480,3.72,0
914,2,B6398,Denim,Sky Blue,2022-03-09,2022-03-09 15:00:00,691,666,3.55,0
915,2,B7794,Rib,Olive,2024-11-25,2024-11-25 19:00:00,1192,1134,4.79,0
916,2,B9252,Twill,Red,2024-03-05,2024-03-05 16:00:00,598,568,4.97,0
917,2,B6286,Single Jersey,Sky Blue,2023-11-29,2023-11-29 07:00:00,1739,1664,4.28,0
918,2,B8461,Single Jersey,Olive,2022-03-25,2022-03-25 07:00:00,2797,2693,3.69,0
919,2,B9930,Twill,Marl Grey,2025-08-08,2025-08-08 08:00:00,2313,2263,2.12,0
920,2,B2002,Single Jersey,Red,2024-08-04,2024-08-04 20:00:00,1167,1116,4.31,0
921,2,B1242,Twill,Navy,2022-04-01,2022-04-01 14:00:00,2876,2751,4.33,0
922,2,B2312,Denim,Sky Blue,2023-06-10,2023-06-10 14:00:00,2697,2542,5.72,0
923,2,B3521,Twill,Marl Grey,2024-05-13,2024-05-13 18:00:00,1822,1715,5.86,0
924,2,B4823,Twill,Black,2023-12-26,2023-12-26 14:00:00,2374,2256,4.95,0
925,2,B7928,Interlock,White,2025-01-22,2025-01-22 08:00:00,1574,1531,2.69,0
926,2,B1494,Rib,Marl Grey,2022-06-22,2022-06-22 09:00:00,2922,2800,4.14,0
927,2,B2427,Rib,Olive,2025-01-31,2025-01-31 17:00:00,1738,1655,4.75,0
928,2,B1315,Single Jersey,Olive,2022-02-12,2022-02-12 12:00:00,1969,1868,5.1,0
929,2,B8366,Single Jersey,Red,2025-11-07,2025-11-07 19:00:00,2952,2871,2.72,0
930,2,B9824,Twill,Navy,2022-02-05,2022-02-05 14:00:00,508,490,3.47,0
931,2,B3660,Interlock,Navy,2024-08-17,2024-08-17 10:00:00,2799,2640,5.65,0
932,2,B5019,Single Jersey,Marl Grey,2022-11-11,2022-11-11 19:00:00,1100,1043,5.13,0
933,2,B2234,Twill,Marl Grey,2024-07-29,2024-07-29 19:00:00,2706,2639,2.45,0
934,2,B1091,Twill,Marl Grey,2022-02-27,2022-02-27 09:00:00,2043,1924,5.82,0
935,2,B2866,Interlock,Marl Grey,2025-04-29,2025-04-29 20:00:00,2661,2546,4.32,0
936,2,B1848,Single Jersey,Red,2022-10-10,2022-10-10 17:00:00,1534,1449,5.53,0
937,2,B3325,Denim,Black,2024-09-27,2024-09-27 18:00:00,1845,1807,2.01,0
938,2,B1759,Single Jersey,Red,2022-06-21,2022-06-21 12:00:00,722,680,5.75,0
939,2,B5888,Single Jersey,Red,2022-10-19,2022-10-19 14:00:00,696,676,2.81,0
940,2,B1515,Denim,Marl Grey,2023-07-21,2023-07-21 14:00:00,768,738,3.82,0
941,2,B3713,Denim,Red,2024-12-28,2024-12-28 10:00:00,2753,2678,2.7,0
942,2,B5901,Denim,Olive,2022-10-27,2022-10-27 08:00:00,623,594,4.64,1
943,2,B9459,Denim,Marl Grey,2022-02-01,2022-02-01 08:00:00,2873,2704,5.86,0
944,2,B8650,Interlock,Black,2023-09-28,2023-09-28 20:00:00,808,778,3.68,1
945,2,B2840,Denim,Red,2025-05-09,2025-05-09 12:00:00,951,925,2.69,0
946,2,B3169,Single Jersey,White,2025-07-03,2025-07-03 09:00:00,635,608,4.12,0
947,2,B2966,Twill,Black,2025-03-24,2025-03-24 16:00:00,1217,1144,5.98,0
948,2,B5334,Interlock,Olive,2023-05-09,2023-05-09 16:00:00,1394,1347,3.3,0
949,2,B4012,Interlock,Olive,2022-06-13,2022-06-13 20:00:00,2637,2512,4.72,0
950,2,B1096,Single Jersey,Navy,2023-04-11,2023-04-11 16:00:00,544,517,4.94,0
951,2,B3336,Interlock,Navy,2025-09-25,2025-09-25 15:00:00,2031,1972,2.86,0
952,2,B2474,Rib,Navy,2023-01-02,2023-01-02 14:00:00,2378,2295,3.46,1
953,2,B5362,Denim,Red,2024-05-11,2024-05-11 06:00:00,2159,2044,5.29,0
954,2,B5094,Denim,Red,2024-10-09,2024-10-09 10:00:00,2338,2291,2.0,0
955,2,B4969,Twill,Olive,2025-08-05,2025-08-05 10:00:00,1044,987,5.38,0
956,2,B1688,Interlock,Olive,2025-06-01,2025-06-01 14:00:00,1410,1342,4.79,0
957,2,B2296,Denim,Sky Blue,2022-10-13,2022-10-13 10:00:00,2300,2181,5.16,0
958,2,B1266,Rib,Sky Blue,2023-05-21,2023-05-21 20:00:00,2138,2024,5.31,0
959,2,B9356,Denim,Navy,2024-07-26,2024-07-26 13:00:00,986,952,3.41,0
960,2,B9165,Rib,White,2024-12-03,2024-12-03 12:00:00,2013,1950,3.11,0
961,2,B3494,Rib,Navy,2023-12-07,2023-12-07 18:00:00,1445,1391,3.71,0
962,2,B8595,Denim,Sky Blue,2023-03-11,2023-03-11 08:00:00,2666,2569,3.63,0
963,2,B7108,Denim,Olive,2023-04-04,2023-04-04 19:00:00,2822,2673,5.27,0
964,2,B3853,Rib,Marl Grey,2024-12-31,2024-12-31 14:00:00,706,665,5.81,0
965,2,B7339,Rib,Navy,2025-09-30,2025-09-30 12:00:00,2182,2089,4.25,0
966,2,B7831,Twill,Black,2025-07-08,2025-07-08 12:00:00,2358,2221,5.79,0
967,2,B3898,Rib,Olive,2025-11-15,2025-11-15 20:00:00,2044,1953,4.44,0
968,2,B3528,Denim,Marl Grey,2023-10-10,2023-10-10 09:00:00,2970,2816,5.16,0
969,2,B4528,Interlock,Sky Blue,2023-05-25,2023-05-25 12:00:00,2764,2627,4.94,0
970,2,B9433,Twill,Marl Grey,2025-11-28,2025-11-28 20:00:00,2529,2432,3.8,0
971,2,B8107,Single Jersey,Olive,2022-12-31,2022-12-31 06:00:00,997,967,2.99,0
972,2,B9573,Interlock,White,2025-08-17,2025-08-17 14:00:00,1511,1474,2.38,0
973,2,B4106,Denim,Black,2022-05-23,2022-05-23 06:00:00,1133,1065,5.96,0
974,2,B1072,Single Jersey,Olive,2023-12-19,2023-12-19 17:00:00,1718,1680,2.2,0
975,2,B8641,Twill,Navy,2022-01-20,2022-01-20 16:00:00,775,729,5.83,0
976,2,B4716,Single Jersey,Sky Blue,2024-10-07,2024-10-07 09:00:00,1664,1582,4.92,0
977,2,B5923,Single Jersey,Black,2024-04-04,2024-04-04 11:00:00,1336,1281,4.07,0
978,2,B3495,Denim,Red,2022-12-02,2022-12-02 12:00:00,1042,1019,2.13,0
979,2,B6361,Twill,Olive,2024-11-03,2024-11-03 17:00:00,1154,1096,4.97,0
980,2,B3218,Interlock,Black,2024-11-30,2024-11-30 08:00:00,1849,1766,4.48,0
981,2,B1911,Denim,Navy,2025-02-12,2025-02-12 15:00:00,1456,1407,3.35,0
982,2,B8937,Twill,Red,2025-09-13,2025-09-13 10:00:00,2992,2819,5.77,1
983,2,B7564,Rib,White,2022-06-18,2022-06-18 06:00:00,2733,2577,5.68,0
984,2,B7062,Twill,White,2023-09-09,2023-09-09 16:00:00,1039,981,5.52,1
985,2,B6971,Rib,Marl Grey,2023-09-17,2023-09-17 07:00:00,511,491,3.79,0
986,2,B9621,Twill,White,2024-12-12,2024-12-12 18:00:00,1864,1753,5.91,0
987,2,B5757,Single Jersey,Olive,2024-03-30,2024-03-30 10:00:00,1515,1436,5.18,0
988,2,B2974,Rib,Olive,2023-05-09,2023-05-09 13:00:00,1423,1339,5.86,0
989,2,B6173,Twill,Black,2023-02-21,2023-02-21 09:00:00,552,539,2.21,0
990,2,B3778,Single Jersey,Red,2024-11-06,2024-11-06 18:00:00,1932,1888,2.25,0
991,2,B3938,Single Jersey,Navy,2025-06-15,2025-06-15 15:00:00,1866,1766,5.33,0
992,2,B2162,Denim,Navy,2024-06-28,2024-06-28 06:00:00,2612,2509,3.94,0
993,2,B4110,Interlock,Marl Grey,2023-06-11,2023-06-11 10:00:00,1253,1187,5.24,0
994,2,B5506,Twill,Olive,2024-04-23,2024-04-23 13:00:00,2752,2629,4.44,0
995,2,B8065,Single Jersey,Red,2023-11-10,2023-11-10 09:00:00,2689,2590,3.66,0
996,2,B6164,Single Jersey,Black,2023-05-11,2023-05-11 18:00:00,2426,2337,3.65,1
997,2,B2168,Twill,Marl Grey,2022-11-30,2022-11-30 19:00:00,639,601,5.91,0
998,2,B6853,Single Jersey,Red,2025-07-03,2025-07-03 14:00:00,1478,1391,5.84,0
999,2,B6687,Single Jersey,Olive,2025-08-31,2025-08-31 06:00:00,1940,1871,3.53,0
1000,2,B2202,Denim,Sky Blue,2023-01-15,2023-01-15 14:00:00,1950,1871,4.04,0
1001,3,B2295,Single Jersey,Olive,2024-08-09,2024-08-09 15:00:00,2350,2278,3.04,0
1002,3,B7429,Interlock,Navy,2025-10-18,2025-10-18 06:00:00,2966,2827,4.67,0
1003,3,B9059,Twill,Black,2025-03-28,2025-03-28 20:00:00,707,684,3.14,0
1004,3,B1206,Interlock,Olive,2023-01-06,2023-01-06 06:00:00,1776,1732,2.47,0
1005,3,B5073,Denim,Sky Blue,2025-06-26,2025-06-26 14:00:00,2736,2664,2.6,1
1006,3,B1395,Rib,White,2023-08-22,2023-08-22 17:00:00,2067,1993,3.57,0
1007,3,B1653,Rib,White,2024-10-16,2024-10-16 12:00:00,2022,1907,5.66,0
1008,3,B5566,Single Jersey,Marl Grey,2024-05-22,2024-05-22 12:00:00,2321,2224,4.14,1
1009,3,B6270,Rib,White,2025-01-13,2025-01-13 10:00:00,1884,1839,2.36,0
1010,3,B8165,Denim,Navy,2024-04-25,2024-04-25 12:00:00,1334,1268,4.89,0
1011,3,B3165,Rib,Black,2025-09-30,2025-09-30 10:00:00,1277,1220,4.42,0
1012,3,B1338,Denim,White,2023-08-08,2023-08-08 13:00:00,718,681,5.05,0
1013,3,B1697,Denim,Marl Grey,2024-03-07,2024-03-07 06:00:00,2978,2851,4.23,0
1014,3,B3755,Single Jersey,Marl Grey,2024-11-01,2024-11-01 14:00:00,981,937,4.4,0
1015,3,B5622,Rib,Black,2022-05-11,2022-05-11 08:00:00,876,851,2.8,0
1016,3,B7386,Twill,Black,2023-08-05,2023-08-05 11:00:00,894,864,3.34,0
1017,3,B1770,Interlock,Navy,2022-07-27,2022-07-27 07:00:00,2135,2071,2.96,0
1018,3,B7607,Single Jersey,Olive,2024-10-29,2024-10-29 08:00:00,2362,2239,5.19,0
1019,3,B3404,Single Jersey,Olive,2023-09-02,2023-09-02 06:00:00,1425,1362,4.4,0
1020,3,B8799,Twill,Olive,2024-07-21,2024-07-21 17:00:00,1988,1891,4.84,0
1021,3,B1929,Denim,Marl Grey,2024-07-07,2024-07-07 07:00:00,1063,1002,5.67,0
1022,3,B8271,Single Jersey,Olive,2025-08-05,2025-08-05 15:00:00,2099,1994,4.98,0
1023,3,B6553,Rib,White,2025-02-12,2025-02-12 18:00:00,1615,1555,3.68,0
1024,3,B7348,Twill,Navy,2023-03-24,2023-03-24 18:00:00,2168,2109,2.72,0
1025,3,B7159,Single Jersey,Olive,2022-10-11,2022-10-11 12:00:00,1450,1364,5.9,0
1026,3,B2207,Denim,Olive,2024-12-22,2024-12-22 14:00:00,567,552,2.52,0
1027,3,B8346,Single Jersey,Navy,2024-03-31,2024-03-31 20:00:00,2090,2004,4.07,1
1028,3,B1849,Twill,Navy,2025-07-27,2025-07-27 19:00:00,670,645,3.58,0
1029,3,B1137,Interlock,Black,2024-05-21,2024-05-21 07:00:00,1029,978,4.92,0
1030,3,B8027,Interlock,Sky Blue,2024-09-10,2024-09-10 06:00:00,532,508,4.5,0
1031,3,B4544,Denim,Black,2023-10-07,2023-10-07 18:00:00,2926,2853,2.47,0
1032,3,B4887,Single Jersey,Navy,2024-08-03,2024-08-03 11:00:00,1994,1943,2.54,0
1033,3,B3589,Rib,Sky Blue,2025-04-29,2025-04-29 17:00:00,2384,2264,5.03,0
1034,3,B7007,Rib,Sky Blue,2023-09-25,2023-09-25 12:00:00,959,917,4.3,0
1035,3,B1682,Single Jersey,White,2023-09-16,2023-09-16 13:00:00,2684,2584,3.72,0
1036,3,B6715,Twill,Olive,2023-08-05,2023-08-05 16:00:00,1817,1761,3.03,0
1037,3,B3245,Single Jersey,Olive,2025-01-08,2025-01-08 10:00:00,1670,1586,4.99,0
1038,3,B5674,Interlock,Navy,2022-05-29,2022-05-29 16:00:00,2604,2542,2.36,0
1039,3,B2978,Denim,White,2025-05-18,2025-05-18 09:00:00,2094,2022,3.39,0
1040,3,B5643,Interlock,Sky Blue,2022-04-13,2022-04-13 19:00:00,1852,1785,3.59,0
1041,3,B3750,Denim,Sky Blue,2025-11-23,2025-11-23 13:00:00,2019,1966,2.6,0
1042,3,B1857,Interlock,Marl Grey,2024-06-22,2024-06-22 18:00:00,2168,2091,3.52,0
1043,3,B7691,Single Jersey,Sky Blue,2022-11-27,2022-11-27 12:00:00,2220,2100,5.36,0
1044,3,B1499,Twill,Black,2022-06-18,2022-06-18 18:00:00,1713,1647,3.8,0
1045,3,B7907,Twill,Black,2025-11-04,2025-11-04 07:00:00,1036,1007,2.79,0
1046,3,B6996,Denim,Olive,2023-09-27,2023-09-27 16:00:00,611,597,2.28,0
1047,3,B1071,Single Jersey,Red,2024-03-13,2024-03-13 07:00:00,1443,1374,4.72,0
1048,3,B7933,Twill,Sky Blue,2025-09-10,2025-09-10 14:00:00,884,855,3.26,1
1049,3,B8209,Denim,Black,2023-09-07,2023-09-07 07:00:00,2029,1977,2.52,0
1050,3,B4427,Rib,White,2023-03-05,2023-03-05 06:00:00,1836,1776,3.23,0
1051,3,B7150,Interlock,Marl Grey,2024-11-14,2024-11-14 11:00:00,1996,1939,2.86,0
1052,3,B8660,Denim,Black,2023-12-07,2023-12-07 20:00:00,1807,1718,4.89,0
1053,3,B2309,Denim,Marl Grey,2025-03-06,2025-03-06 17:00:00,2857,2739,4.13,0
1054,3,B5920,Twill,White,2024-05-08,2024-05-08 07:00:00,1379,1327,3.72,0
1055,3,B4851,Rib,Olive,2024-07-06,2024-07-06 14:00:00,2987,2868,3.98,0
1056,3,B8536,Twill,White,2024-08-12,2024-08-12 18:00:00,528,509,3.5,0
1057,3,B4043,Rib,Marl Grey,2023-12-29,2023-12-29 07:00:00,2458,2325,5.39,0
1058,3,B9881,Interlock,Navy,2024-12-26,2024-12-26 08:00:00,524,496,5.22,1
1059,3,B3686,Single Jersey,White,2024-06-02,2024-06-02 09:00:00,1974,1900,3.73,0
1060,3,B3353,Denim,Marl Grey,2023-02-06,2023-02-06 09:00:00,2462,2391,2.85,0
1061,3,B7633,Interlock,Olive,2022-12-16,2022-12-16 08:00:00,663,644,2.74,0
1062,3,B6278,Rib,Sky Blue,2022-11-25,2022-11-25 20:00:00,1171,1109,5.26,0
1063,3,B8539,Twill,White,2023-05-25,2023-05-25 13:00:00,2931,2795,4.61,0
1064,3,B8756,Rib,White,2024-01-13,2024-01-13 11:00:00,1153,1119,2.9,0
1065,3,B3305,Single Jersey,Navy,2024-03-04,2024-03-04 07:00:00,1476,1405,4.74,1
1066,3,B5118,Single Jersey,Black,2024-04-21,2024-04-21 18:00:00,2233,2133,4.47,0
1067,3,B3870,Denim,Olive,2025-02-10,2025-02-10 13:00:00,1701,1657,2.55,0
1068,3,B2156,Denim,White,2025-07-28,2025-07-28 18:00:00,2651,2582,2.6,0
1069,3,B8917,Interlock,Sky Blue,2024-09-06,2024-09-06 10:00:00,1815,1716,5.45,0
1070,3,B6604,Rib,Red,2022-07-28,2022-07-28 12:00:00,735,693,5.66,0
1071,3,B2137,Rib,White,2025-02-21,2025-02-21 19:00:00,1405,1369,2.5,1
1072,3,B7444,Interlock,Navy,2022-09-09,2022-09-09 18:00:00,1374,1309,4.69,0
1073,3,B8086,Rib,Navy,2024-05-21,2024-05-21 09:00:00,2518,2422,3.8,0
1074,3,B2235,Twill,Marl Grey,2023-12-20,2023-12-20 12:00:00,2573,2449,4.8,1
1075,3,B7583,Interlock,Marl Grey,2022-08-10,2022-08-10 06:00:00,2458,2406,2.11,0
1076,3,B4396,Denim,Olive,2024-05-02,2024-05-02 11:00:00,714,692,2.95,0
1077,3,B6131,Rib,White,2022-02-07,2022-02-07 10:00:00,2562,2429,5.18,0
1078,3,B2389,Single Jersey,Marl Grey,2024-08-04,2024-08-04 06:00:00,2437,2311,5.16,0
1079,3,B3167,Twill,Olive,2023-12-11,2023-12-11 13:00:00,575,547,4.7,0
1080,3,B7010,Denim,Navy,2025-01-22,2025-01-22 15:00:00,2253,2167,3.81,0
1081,3,B1039,Twill,Sky Blue,2022-02-28,2022-02-28 17:00:00,1154,1130,2.06,1
1082,3,B7632,Rib,Sky Blue,2022-04-14,2022-04-14 19:00:00,2582,2461,4.65,0
1083,3,B7611,Interlock,Red,2024-07-12,2024-07-12 11:00:00,790,765,3.13,0
1084,3,B8957,Denim,Navy,2025-02-13,2025-02-13 15:00:00,927,889,4.09,0
1085,3,B8936,Denim,Sky Blue,2023-09-21,2023-09-21 15:00:00,2718,2586,4.83,0
1086,3,B2267,Interlock,White,2024-10-20,2024-10-20 15:00:00,2572,2476,3.71,0
1087,3,B6160,Interlock,Black,2023-12-26,2023-12-26 09:00:00,1655,1582,4.39,0
1088,3,B3341,Twill,Sky Blue,2025-07-25,2025-07-25 17:00:00,2287,2214,3.19,0
1089,3,B4644,Denim,Olive,2022-07-28,2022-07-28 17:00:00,2060,2010,2.41,1
1090,3,B9979,Denim,Marl Grey,2024-01-30,2024-01-30 19:00:00,2685,2544,5.22,1
1091,3,B2709,Interlock,White,2024-06-24,2024-06-24 10:00:00,1680,1608,4.25,0
1092,3,B1266,Single Jersey,Marl Grey,2023-03-02,2023-03-02 17:00:00,799,777,2.73,0
1093,3,B3676,Rib,Navy,2023-06-12,2023-06-12 10:00:00,2923,2750,5.89,0
1094,3,B9154,Interlock,Navy,2023-09-17,2023-09-17 17:00:00,1161,1121,3.36,0
1095,3,B9257,Twill,Black,2024-11-15,2024-11-15 20:00:00,2602,2469,5.1,0
1096,3,B3109,Rib,Red,2022-01-25,2022-01-25 06:00:00,2653,2531,4.57,0
1097,3,B6403,Denim,Sky Blue,2022-09-27,2022-09-27 12:00:00,1688,1649,2.27,0
1098,3,B2262,Rib,Marl Grey,2022-08-14,2022-08-14 10:00:00,1546,1479,4.3,0
1099,3,B8660,Denim,White,2023-10-01,2023-10-01 12:00:00,2697,2538,5.89,0
1100,3,B1401,Interlock,White,2024-11-28,2024-11-28 15:00:00,2254,2147,4.75,0
1101,3,B7337,Rib,Marl Grey,2023-11-01,2023-11-01 15:00:00,2718,2637,2.97,1
1102,3,B8287,Rib,Navy,2025-01-08,2025-01-08 14:00:00,2117,2006,5.22,1
1103,3,B1972,Denim,Navy,2022-10-16,2022-10-16 06:00:00,2208,2156,2.33,0
1104,3,B2621,Twill,Olive,2023-05-05,2023-05-05 16:00:00,1959,1849,5.6,0
1105,3,B9299,Twill,Olive,2025-02-07,2025-02-07 12:00:00,1853,1778,4.0,0
1106,3,B6283,Interlock,Sky Blue,2024-04-10,2024-04-10 08:00:00,1968,1858,5.55,0
1107,3,B5174,Twill,Red,2025-09-08,2025-09-08 14:00:00,1624,1591,2.02,1
1108,3,B8313,Interlock,White,2024-05-29,2024-05-29 10:00:00,2199,2083,5.23,0
1109,3,B1941,Interlock,Black,2024-12-09,2024-12-09 07:00:00,2198,2120,3.53,0
1110,3,B3521,Rib,Olive,2023-01-23,2023-01-23 15:00:00,1739,1686,3.04,0
1111,3,B8738,Interlock,Black,2022-08-23,2022-08-23 09:00:00,1088,1031,5.21,0
1112,3,B9671,Twill,White,2023-07-20,2023-07-20 19:00:00,2244,2197,2.07,0
1113,3,B6214,Twill,Sky Blue,2024-12-29,2024-12-29 09:00:00,671,637,4.92,0
1114,3,B7688,Rib,Black,2025-07-17,2025-07-17 20:00:00,1721,1630,5.24,0
1115,3,B4476,Denim,Marl Grey,2025-10-10,2025-10-10 17:00:00,2184,2135,2.24,1
1116,3,B6452,Single Jersey,White,2025-09-10,2025-09-10 18:00:00,2690,2612,2.89,0
1117,3,B5554,Single Jersey,Navy,2024-10-25,2024-10-25 18:00:00,1602,1527,4.67,1
1118,3,B8098,Single Jersey,Sky Blue,2024-04-03,2024-04-03 19:00:00,2987,2870,3.9,0
1119,3,B8978,Rib,Sky Blue,2022-02-05,2022-02-05 10:00:00,1617,1562,3.35,0
1120,3,B2794,Rib,Olive,2025-09-12,2025-09-12 10:00:00,2094,2001,4.44,0
1121,3,B6206,Single Jersey,Red,2022-07-10,2022-07-10 18:00:00,1338,1292,3.42,0
1122,3,B9063,Interlock,White,2022-09-14,2022-09-14 16:00:00,558,534,4.29,0
1123,3,B4649,Denim,Olive,2024-01-28,2024-01-28 16:00:00,577,544,5.55,0
1124,3,B9986,Single Jersey,Navy,2025-08-26,2025-08-26 10:00:00,2270,2224,2.0,0
1125,3,B5428,Rib,Marl Grey,2023-06-19,2023-06-19 11:00:00,681,645,5.21,0
1126,3,B9690,Denim,Sky Blue,2022-06-23,2022-06-23 19:00:00,1073,1037,3.33,0
1127,3,B1287,Twill,Navy,2023-01-28,2023-01-28 15:00:00,1778,1731,2.61,0
1128,3,B8209,Twill,Red,2024-10-27,2024-10-27 15:00:00,1670,1601,4.13,0
1129,3,B6985,Single Jersey,Marl Grey,2025-02-16,2025-02-16 17:00:00,1764,1724,2.27,0
1130,3,B5379,Denim,Marl Grey,2023-07-12,2023-07-12 18:00:00,1151,1118,2.81,0
1131,3,B3115,Denim,Olive,2025-10-25,2025-10-25 18:00:00,2629,2484,5.5,0
1132,3,B5529,Single Jersey,White,2023-03-22,2023-03-22 09:00:00,2221,2162,2.64,0
1133,3,B3757,Twill,Black,2022-10-15,2022-10-15 15:00:00,1976,1879,4.89,0
1134,3,B5586,Rib,Red,2022-12-24,2022-12-24 14:00:00,2220,2101,5.35,0
1135,3,B4437,Single Jersey,Sky Blue,2024-09-05,2024-09-05 12:00:00,2316,2251,2.77,1
1136,3,B3978,Denim,Navy,2022-11-22,2022-11-22 14:00:00,854,824,3.49,0
1137,3,B2479,Twill,White,2024-01-23,2024-01-23 20:00:00,2550,2483,2.6,0
1138,3,B7250,Interlock,Sky Blue,2024-11-20,2024-11-20 14:00:00,1892,1811,4.25,0
1139,3,B1383,Twill,Navy,2022-01-18,2022-01-18 09:00:00,1464,1426,2.53,0
